Subject Area Name,Subject Acronym,Class Number,Class Name
Psychology,PSYCH ,88S,Procrastination: Why We Do It and What to Do About It
Psychology,PSYCH ,98T,Psychology of Oppression and Liberation
Psychology,PSYCH ,100A,Psychological Statistics
Psychology,PSYCH ,100B,Research Methods in Psychology
Psychology,PSYCH ,101,General Psychology Laboratory
Psychology,PSYCH ,110,Fundamentals of Learning
Psychology,PSYCH ,115,Principles of Behavioral Neuroscience
Psychology,PSYCH ,116A,Behavioral Neuroscience Laboratory
Psychology,PSYCH ,116B,Human Neuropsychology Laboratory
Psychology,PSYCH ,M117C,Neuroscience: From Molecules to Mind--Behavioral and Cognitive Neuroscience
Psychology,PSYCH ,118,Comparative Psychobiology
Psychology,PSYCH ,119A,Neuropsychopharmacology of Emotion and Cognition
Psychology,PSYCH ,119C,Cognitive Neuroscience
Psychology,PSYCH ,M119L,Human Neuropsychology
Psychology,PSYCH ,119Y,Psychobiology of Sexual Behavior
Psychology,PSYCH ,120A,Cognitive Psychology
Psychology,PSYCH ,120B,Sensation and Perception
Psychology,PSYCH ,121,Laboratory in Cognitive Psychology
Psychology,PSYCH ,124A,Language as Cognitive Science
Psychology,PSYCH ,124F,Thinking
Physiological Science,PHYSCI ,5,Issues in Human Physiology: Diet and Exercise
Physiological Science,PHYSCI ,M106,Neurobiology of Bias and Discrimination
Physiological Science,PHYSCI ,108,"Head and Neck Anatomy: Evolutionary, Biomechanical, Developmental, and Clinical Approach"
Physiological Science,PHYSCI ,111B,Foundations in Physiological Science
Physiological Science,PHYSCI ,111L,Physiological Science Laboratory
Physiological Science,PHYSCI ,121,Disease Mechanisms and Therapies
Physiological Science,PHYSCI ,124,Molecular Biology of Aging
Physiological Science,PHYSCI ,125,Molecular Systems Biology
Physiological Science,PHYSCI ,146,Principles of Nervous System Development
Physiological Science,PHYSCI ,149,Systems Biology and Mechanisms of Major Cardiometabolic Diseases
Physiological Science,PHYSCI ,M171,Variable Topics Research Seminars: Contemporary Biology
Physiological Science,PHYSCI ,173,Anatomy and Physiology of Sense Organs
Physiological Science,PHYSCI ,M180C,Neuroscience: From Molecules to Mind--Behavioral and Cognitive Neuroscience
Physiological Science,PHYSCI ,193,Journal Club Seminars: Physiological Science
Physiological Science,PHYSCI ,194A,Research Group Seminars: Physiological Science
Physiological Science,PHYSCI ,270B,Modern Concepts in Physiology
Physiological Science,PHYSCI ,296,Research Seminar: Physiological Science
Physiological Science,PHYSCI ,375,Teaching Apprentice Practicum
Physiological Science,PHYSCI ,596,Individual Studies for Graduate Students
Physiological Science,PHYSCI ,598,Research for and Preparation of MS Thesis
Polish,POLSH ,102C,Advanced Polish
"Religion, Study of",RELIGN ,M60C,Introduction to Korean Religions
"Religion, Study of",RELIGN ,M60W,Introduction to Buddhism
"Religion, Study of",RELIGN ,101,History of Study of Religion
"Religion, Study of",RELIGN ,M105C,Bahá'í Faith in Iran: 20th Century Iran and the Bahá'ís
"Religion, Study of",RELIGN ,M118B,Kierkegaard and Philosophy of Religion
"Religion, Study of",RELIGN ,M135,Religion in Ancient Israel
"Religion, Study of",RELIGN ,M142C,History of Religion in U.S.
"Religion, Study of",RELIGN ,150,"Women, Gender, and Religion"
"Religion, Study of",RELIGN ,M161C,Korean Buddhism
"Religion, Study of",RELIGN ,M172,Introduction to Biblical Studies
"Religion, Study of",RELIGN ,177,Variable Topics in Religion: Anti-Fascism and American Religion
"Religion, Study of",RELIGN ,177,Variable Topics in Religion: Religion and Liberation
"Religion, Study of",RELIGN ,177,Variable Topics in Religion: Religious Diversity in the Contemporary Middle East
Russian,RUSSN ,3,Elementary Russian
Russian,RUSSN ,6,Intermediate Russian
Russian,RUSSN ,90A,Introduction to Russian Civilization
Russian,RUSSN ,101C,Third-Year Russian
Russian,RUSSN ,102C,Topics in Advanced/Superior Russian
Russian,RUSSN ,103B,Russian for Native and Near-Native Speakers: Literature and Film
Russian,RUSSN ,120,Literature and Revolution
Russian,RUSSN ,C124D,Studies in Russian Literature: Dostoevsky
Russian,RUSSN ,204,Introduction to History of Russian Literary Language
Russian,RUSSN ,C224D,Studies in Russian Literature: Dostoevsky
Russian,RUSSN ,292,Seminar: 19th-Century Russian Literature
Scandinavian,SCAND ,3,Elementary Swedish
Scandinavian,SCAND ,50,Introduction to Scandinavian Literatures and Cultures
Scandinavian,SCAND ,50W,Introduction to Scandinavian Literatures and Cultures
Scandinavian,SCAND ,88S,Game of Thrones in Real Life: Ancient Times to Modern Times
Scandinavian,SCAND ,147A,Hans Christian Andersen
Scandinavian,SCAND ,C180,Literature and Scandinavian Society: Seminar 1  
Scandinavian,SCAND ,375,Teaching Apprentice Practicum
Scandinavian,SCAND ,596,Directed Individual Study or Research
Scandinavian,SCAND ,597,Preparation for MA Comprehensive Examination or PhD Qualifying Examinations
Scandinavian,SCAND ,599,Research for and Preparation of PhD Dissertation
Sociology,SOCIOL ,1,Introductory Sociology
Sociology,SOCIOL ,19,COVID-19: The Politics of Vaccine Hesitancy and COVID-19
Sociology,SOCIOL ,19,COVID-19: The Promise and Perils of a Relational Society
Sociology,SOCIOL ,19,Racial/Ethnic Discrimination in the 21st Century
Sociology,SOCIOL ,20,Introduction to Sociological Research Methods
Sociology,SOCIOL ,89,Honors Seminars: Honors Seminar for Sociology 20
Sociology,SOCIOL ,101,Development of Sociological Theory
Sociology,SOCIOL ,102,Contemporary Sociological Theory
Sociology,SOCIOL ,110,Sociohistorical Methods
Sociology,SOCIOL ,111,Social Networks
Sociology,SOCIOL ,114,Social Data Science
Sociology,SOCIOL ,122,Sociology of Violence
Sociology,SOCIOL ,CM125,Talk and Social Institutions
Sociology,SOCIOL ,132,Social Psychology: Sociological Approaches
Sociology,SOCIOL ,145,Sociology of Deviant Behavior
Sociology,SOCIOL ,152,Comparative Acculturation and Assimilation
Sociology,SOCIOL ,154,Race and Ethnicity: International Perspectives
Sociology,SOCIOL ,M161,Comparative American Indian Societies
Sociology,SOCIOL ,M162,Sociology of Gender
Sociology,SOCIOL ,170,Medical Sociology
Sociology,SOCIOL ,172,Entrepreneurship
Sociology,SOCIOL ,M175,Sociology of Education
Sociology,SOCIOL ,M176,Sociology of Mass Communication
Sociology,SOCIOL ,188SC,Individual Studies for USIE Facilitators
Sociology,SOCIOL ,189,Advanced Honors Seminars: Advanced Honors Seminar for Sociology 172
Semitic ,,210,Ancient Aramaic Dialects: Lecture 1  
Semitic ,,240,Seminar: Akkadian Language
Slavic,SLAVC ,M20,Visible Language: Study of Writing
Slavic,SLAVC ,188A,Introduction to Eurasia: Lecture 1  
Slavic,SLAVC ,188B,Languages of Eastern Europe and Eurasia: Tutorial 1  
Slavic,SLAVC ,191TC,Senior Capstone Thesis in Slavic Languages and Literatures
Slavic,SLAVC ,375,Teaching Apprentice Practicum
Slavic,SLAVC ,596,Directed Individual Study or Research
Slavic,SLAVC ,597,Preparation for MA Comprehensive Examination or PhD Qualifying Examinations
Slavic,SLAVC ,599,Research for PhD Dissertation
Spanish,SPAN ,1,Elementary Spanish
Spanish,SPAN ,2,Elementary Spanish
Spanish,SPAN ,3,Elementary Spanish
Spanish,SPAN ,4,Intermediate Spanish
Spanish,SPAN ,5,Intermediate Spanish
Spanish,SPAN ,7A,Introductory Spanish for Heritage Speakers
Spanish,SPAN ,7B,Intermediate Spanish for Heritage Speakers
Spanish,SPAN ,11B,Catalan Language and Culture II
Spanish,SPAN ,12C,Basque Language and Culture III
Spanish,SPAN ,25,Advanced Spanish Composition
Spanish,SPAN ,27,Advanced Spanish Composition for Heritage Speakers
Spanish,SPAN ,28A,Spanish for Special Purposes: Medical
Spanish,SPAN ,100B,Introduction to Study of Spanish Grammar: Syntax
Spanish,SPAN ,119,Introduction to Literary Analysis
Spanish,SPAN ,135,"Topics in Early Modern Studies: Colonial Literature in Cinema: Adaptation, Representation, and History"
Spanish,SPAN ,150,Topics in Contemporary Studies: Afrolatinidades: Narratives and Cultural Expression across the Diaspora
Spanish,SPAN ,150,Topics in Contemporary Studies: Lecture 1  
Spanish,SPAN ,150,Topics in Contemporary Studies: Lost Voices of Andean Indigenous Feminism
Spanish,SPAN ,150,"Topics in Contemporary Studies: Technological Double in Latin American Literature: Robots, Cyborgs, and Clones"
Spanish,SPAN ,M155B,Literature of Chicana/Chicano Movement
Spanish,SPAN ,160,Topics in Spanish Linguistics: Pragmatics of Communication: Spanish for Business
Spanish,SPAN ,M165XP,Taking It to Street: Spanish in Community
Spanish,SPAN ,170,"Topics in Media, Interdisciplinary, and Transhistorical Studies: Lecture 1  "
Spanish,SPAN ,170,"Topics in Media, Interdisciplinary, and Transhistorical Studies: Lecture 2  "
Spanish,SPAN ,M172XP,"Latinos, Linguistics, and Literacy"
Social Science,SOC SC ,375,Teaching Apprentice Practicum
Social Science,SOC SC ,420,Research Design and Analysis
Social Science,SOC SC ,430B,"Community-Based Research, Part 2"
Social Science,SOC SC ,M460C,Voting Rights Policy and Law III
Statistics,STATS ,10,Introduction to Statistical Reasoning
Statistics,STATS ,12,Introduction to Statistical Methods for Geography and Environmental Studies
Statistics,STATS ,13,Introduction to Statistical Methods for Life and Health Sciences
Statistics,STATS ,20,Introduction to Statistical Programming with R
Statistics,STATS ,21,Python and Other Technologies for Data Science
Statistics,STATS ,100A,Introduction to Probability
Statistics,STATS ,100B,Introduction to Mathematical Statistics
Statistics,STATS ,100C,Linear Models
Statistics,STATS ,101A,Introduction to Data Analysis and Regression
Statistics,STATS ,101B,Introduction to Design and Analysis of Experiment
Statistics,STATS ,102B,Introduction to Computation and Optimization for Statistics
Statistics,STATS ,C116,Social Statistics
Statistics,STATS ,141XP,Practice of Statistical Consulting
Statistics,STATS ,143,Introduction to Research in Statistics
Statistics,STATS ,C161,Introduction to Pattern Recognition and Machine Learning
Statistics,STATS ,C183,Statistical Models in Finance
Statistics,STATS ,200C,High Dimensional Statistics
Statistics,STATS ,201C,Advanced Modeling and Inference
Statistics,STATS ,202C,Monte Carlo Methods for Optimization
Statistics,STATS ,C216,Social Statistics
Statistics,STATS ,M222,Spatial Statistics
Statistics,STATS ,231C,Theories of Machine Learning
Statistics,STATS ,232C,Cognitive Artificial Intelligence
Statistics,STATS ,256,Causality
Statistics,STATS ,C261,Introduction to Pattern Recognition and Machine Learning
Swahili ,,3,Elementary Swahili
Thai ,,3,Introductory Thai
Thai ,,100C,Advanced Thai
Turkic Languages,TURKIC ,101C,Elementary Turkish
Turkic Languages,TURKIC ,102C,Advanced Turkish
Theater ,,1C,Introduction to Dance for Music Theater
Theater ,,2B,Tai Chi II
Theater ,,14B,Introduction to Design
Theater ,,20,Acting Fundamentals
Theater ,,23B,Advanced Musical Literacy for Singing Actors
Theater ,,30,Dramatic Writing: Studio 1  
Theater ,,30,Dramatic Writing: Studio 2  
Theater ,,34C,Ballet II
Theater ,,50,Theater Production: Technical Theater Overview
Theater ,,50,Theater Production: Theater Production Crew
Theater ,,50,Theater Production: Theater Production Crew
Theater ,,50,Theater Production: Theater Production Crew
Theater ,,50,Theater Production: Theater Production Special
Theater ,,101B,Global Histories of Theater and Performance II
Theater ,,C104F,History of Design Décor Part II: Architecture and Décor--Industrial Revolution to 21st Century
Theater ,,107,Drama of Diversity
Theater ,,116B,Psychological Systems of Acting: Practice
Theater ,,117,Topics in Physical Performance: Acting and Body: Viewpoints and Holistic Approach Onstage
Theater ,,117,Topics in Physical Performance: Combative Movement: Art of Boxe Francaise/Savate
Theater ,,120C,Acting and Performance in Film
Theater ,,121,Acting Workshop
Theater ,,124B,Intermediate Voice and Speech II: Creating Complete Warm-Up for Theatrical Productions
Theater ,,124C,Dialects
Theater ,,125A,Alexander Technique
Theater ,,125C,"Physical Awareness and Combat for Theater, Film, and Television II"
Yiddish,YIDDSH ,10,From Old World to New: Becoming Modern as Reflected in Yiddish Cinema and Literature
Yiddish,YIDDSH ,596,Directed Individual Study or Research in Yiddish
